N,P,K,temperature,humidity,ph,rainfall,label
40.59,51.22,38.78,26.16,71.97,5.46,182.4,orange
46.87,47.2,53.47,24.62,69.32,5.91,165.4,orange
36.91,53.49,49.24,25.87,63.92,6.12,176.33,orange
38.92,59.34,37.18,21.57,65.81,6.21,154.16,orange
35.1,54.76,47.31,26.75,70.34,5.87,164.32,orange
44.05,43.28,34.29,25.13,70.79,6.08,182.86,orange
29.92,51.58,48.27,23.3,70.59,5.97,216.07,orange
29.11,56.85,43.03,22.77,66.42,6.08,185.56,orange
48.61,57.11,40.17,28.26,69.17,5.8,166.82,orange
36.45,50.19,41.35,23.94,69.44,6.19,167.19,orange
46.84,48.7,43.49,27.32,67.6,6.03,132.19,orange
40.08,40.86,38.9,23.33,64.87,5.84,162.7,orange
43.32,51.11,35.49,26.17,68.95,5.9,169.09,orange
40.95,53.82,37.13,25.51,72.53,6.42,182.76,orange
42.68,58.27,54.59,25.74,65.09,5.92,216.45,orange
32.15,47.65,37.94,26.25,64.39,5.97,140.75,orange
43.09,56.11,43.08,25.73,67.51,6.05,169.43,orange
43.84,56.17,40.93,25.38,70.7,5.57,140.44,orange
41.13,52.48,41.39,24.84,65.72,5.74,180.4,orange
34.1,48.67,40.47,23.09,70.61,5.84,172.83,orange
32.46,46.29,48.78,31.17,62.07,5.94,176.18,orange
36.92,54.25,40.67,26.31,66.43,6.37,159.85,orange
38.24,54.73,39.86,26.14,62.53,5.67,175.73,orange
35.05,47.28,47.47,24.84,70.47,6.06,176.54,orange
56.2,61.6,62.69,29.82,73.43,6.69,213.96,papaya
48.03,61.39,60.56,28.91,80.47,6.63,217.85,papaya
44.87,59.1,55.36,29.39,76.91,6.35,211.81,papaya
53.6,55.71,63.48,23.91,79.37,6.29,225.04,papaya
51.82,61.73,57.77,29.62,74.01,6.61,193.73,papaya
49.97,64.18,59.98,28.92,73.82,6.57,199.96,papaya
58.76,59.58,47.3,25.61,75.13,6.34,239.54,papaya
44.81,60.2,49.7,27.01,80.05,5.96,218.81,papaya
51.96,59.88,57.6,25.68,79.97,6.88,210.71,papaya
62.12,58.0,57.0,30.86,73.62,5.89,185.82,papaya
60.3,57.35,54.07,25.77,77.85,6.07,202.63,papaya
51.5,54.68,54.11,30.8,76.28,6.34,213.22,papaya
48.05,69.98,50.94,28.42,75.35,6.6,226.55,papaya
49.84,61.45,56.64,23.46,70.23,6.12,201.58,papaya
44.0,63.75,55.01,27.57,71.23,6.29,170.6,papaya
49.19,60.32,56.21,24.87,75.67,5.99,197.81,papaya
53.59,70.07,55.26,26.37,75.57,6.58,219.31,papaya
63.72,56.42,56.26,31.1,79.46,5.71,209.95,papaya
57.42,74.45,58.52,27.26,71.97,6.97,220.93,papaya
45.76,58.98,56.55,29.09,72.3,6.12,185.21,papaya
55.2,58.29,57.33,30.84,75.66,6.27,212.91,papaya
50.32,66.23,56.55,26.91,78.14,6.67,189.93,papaya
57.66,61.82,56.42,30.01,73.3,6.59,204.35,papaya
42.63,55.01,57.84,26.11,79.83,6.66,230.0,papaya
50.62,61.29,49.03,29.99,76.14,6.47,235.32,papaya
46.97,59.37,56.63,26.13,74.44,6.45,205.12,papaya
56.54,52.45,60.61,29.32,73.29,6.02,178.8,papaya
46.02,65.24,54.72,30.33,73.14,6.51,199.24,papaya
45.17,59.46,51.68,24.91,74.45,6.33,229.03,papaya
54.68,66.1,58.6,28.67,71.31,6.34,218.95,papaya
57.29,63.43,61.2,25.94,74.02,6.43,227.41,papaya
49.27,59.59,58.44,25.75,79.82,6.04,181.22,papaya
50.05,68.49,57.93,29.5,75.12,6.25,186.83,papaya
38.7,60.98,61.56,28.69,76.87,6.78,214.93,papaya
49.39,55.91,65.11,29.05,72.17,5.95,228.8,papaya
44.81,69.27,41.22,30.85,76.46,6.34,207.37,papaya
59.45,63.54,50.48,24.56,75.53,6.3,187.2,papaya
49.72,57.13,55.05,29.45,79.48,6.57,199.18,papaya
51.84,60.32,48.34,28.8,80.57,6.31,186.09,papaya
50.15,53.93,59.32,29.05,74.49,6.2,206.82,papaya
50.04,56.14,48.06,30.28,73.84,6.35,214.28,papaya
51.61,54.13,46.62,26.82,76.19,6.08,204.68,papaya
60.64,50.77,51.22,31.79,74.87,6.09,227.53,papaya
50.28,58.26,55.96,26.68,71.95,6.27,194.84,papaya
50.05,61.77,59.27,30.26,73.78,6.45,217.39,papaya
51.64,57.6,49.86,29.0,69.88,6.22,171.7,papaya
43.32,55.61,60.48,29.38,73.34,6.52,223.31,papaya
49.2,53.08,53.96,27.8,71.3,6.41,214.2,papaya
52.23,61.39,58.65,27.64,75.61,6.18,201.23,papaya
56.69,49.78,59.38,26.76,72.75,6.38,187.66,papaya
45.92,55.75,53.89,26.39,79.8,6.84,179.67,papaya
52.72,64.29,57.71,26.68,74.27,6.08,203.7,papaya
43.95,59.43,47.49,27.6,71.25,6.36,199.81,papaya
51.45,65.41,62.95,22.94,72.5,6.21,216.9,papaya
41.75,55.09,55.65,28.17,76.13,6.43,215.08,papaya
50.97,60.28,58.32,23.52,79.63,5.64,193.81,papaya
48.87,63.36,40.02,27.94,77.38,6.6,199.54,papaya
48.5,56.92,53.04,25.94,72.33,6.43,211.97,papaya
52.46,61.07,58.52,29.76,69.77,6.04,206.53,papaya
49.89,56.65,59.56,31.96,75.56,6.33,222.74,papaya
40.67,60.14,59.9,26.71,71.32,6.24,209.09,papaya
45.46,70.48,52.61,25.69,74.72,6.57,210.26,papaya
52.43,55.64,62.44,29.12,78.14,6.41,222.37,papaya
45.63,57.54,61.73,31.12,71.56,6.37,203.54,papaya
46.51,61.42,60.7,28.9,74.04,6.45,204.6,papaya
52.06,66.98,44.61,29.59,70.38,6.67,200.44,papaya
43.91,63.48,56.82,26.0,71.24,6.24,191.94,papaya
44.69,60.58,50.17,28.85,79.47,6.26,211.95,papaya
60.09,54.06,60.96,30.14,77.56,6.69,214.21,papaya
47.09,65.47,60.66,30.21,75.13,6.09,212.87,papaya
54.71,65.12,52.85,28.63,71.07,6.6,198.25,papaya
53.93,54.25,60.16,28.64,72.66,6.51,201.14,papaya
53.75,58.63,46.39,26.04,73.71,6.71,223.52,papaya
58.12,68.27,52.33,27.62,73.77,6.1,182.38,papaya
49.93,53.57,54.83,32.23,73.47,6.36,223.6,papaya
51.4,61.46,53.19,27.54,72.12,6.55,183.88,papaya
54.86,52.98,59.81,27.29,71.3,6.47,223.93,papaya
47.81,63.6,43.57,25.36,78.88,6.23,182.07,papaya
46.51,55.38,54.17,27.26,75.54,6.28,230.4,papaya
52.12,62.29,60.83,27.22,71.21,6.66,212.04,papaya
50.7,56.83,51.92,29.69,77.95,6.54,221.89,papaya
52.85,60.66,54.12,30.42,73.88,6.41,197.94,papaya
46.7,58.82,50.98,29.6,70.96,6.33,211.99,papaya
40.95,57.79,56.28,28.86,74.39,6.5,208.36,papaya
50.07,61.26,59.63,26.65,73.54,6.1,205.02,papaya
57.13,62.86,49.34,26.8,76.12,6.03,199.12,papaya
56.72,56.93,59.77,30.51,72.8,6.03,205.86,papaya
44.56,60.61,53.97,28.72,79.19,6.55,217.34,papaya
40.17,62.22,63.61,21.98,77.07,6.25,197.25,papaya
54.01,68.55,58.88,27.26,72.17,6.34,223.1,papaya
48.06,58.55,69.11,30.16,78.45,5.86,199.39,papaya
50.37,54.99,63.0,30.82,73.4,6.84,209.94,papaya
62.95,60.72,57.88,30.8,78.83,6.45,207.88,papaya
52.57,55.92,55.76,25.78,69.66,6.32,228.93,papaya
54.63,59.59,63.73,26.86,69.25,5.65,192.28,papaya
54.08,56.83,57.3,31.29,71.7,6.44,218.08,papaya
45.7,66.77,53.56,27.23,81.33,6.46,223.88,papaya
56.77,56.75,61.25,27.0,73.37,6.22,200.67,papaya
54.11,61.34,52.54,29.35,74.17,6.2,210.73,papaya
52.32,61.95,53.18,29.69,74.33,6.1,187.98,papaya
54.92,60.06,56.05,30.09,73.57,5.89,211.05,papaya
51.54,58.69,62.37,23.03,78.36,6.54,216.85,papaya
33.32,66.42,49.87,26.98,74.49,6.42,219.59,papaya
54.46,64.08,56.26,28.83,71.73,6.07,223.43,papaya
54.19,63.62,52.43,29.82,71.52,6.62,206.09,papaya
58.42,52.39,63.82,27.28,73.86,6.36,199.54,papaya
49.64,56.31,51.49,28.97,72.3,6.07,189.41,papaya
47.48,66.56,50.77,26.54,75.58,6.19,243.42,papaya
49.19,61.68,59.72,29.85,75.7,6.25,240.36,papaya
49.5,57.79,51.77,24.55,77.46,5.6,209.91,papaya
48.98,71.2,45.84,26.2,74.59,6.24,201.76,papaya
49.6,53.7,56.79,23.36,74.92,6.12,225.24,papaya
58.78,58.34,61.95,27.37,72.1,6.82,217.81,papaya
50.02,63.44,56.37,27.86,71.02,6.22,219.35,papaya
49.39,64.51,56.92,26.24,71.04,6.25,202.14,papaya
51.68,56.41,51.92,30.11,75.44,6.09,210.26,papaya
56.89,61.47,57.96,26.5,78.08,7.0,198.13,papaya
44.09,60.88,59.38,27.82,71.84,6.27,218.97,papaya
47.96,63.04,60.82,28.48,74.92,6.55,197.16,papaya
45.23,58.67,52.54,26.39,80.49,6.95,204.69,papaya
50.46,59.06,60.54,30.61,69.67,6.44,190.4,papaya
58.79,62.2,50.88,27.52,74.13,6.46,225.63,papaya
44.26,69.19,63.03,26.25,75.22,6.81,228.49,papaya
48.32,64.07,69.99,28.21,73.1,6.35,213.7,papaya
47.38,62.21,48.73,26.67,77.27,5.77,223.55,papaya
39.94,51.34,52.51,28.57,78.98,6.32,206.3,papaya
52.9,55.65,55.7,25.6,75.25,6.26,197.94,papaya
50.83,60.79,60.88,24.79,74.77,6.07,223.05,papaya
53.77,62.54,51.48,29.77,70.41,5.78,190.86,papaya
49.83,63.38,40.12,30.65,75.39,5.83,211.51,papaya
55.46,63.0,60.5,25.27,73.76,6.02,235.76,papaya
53.2,74.24,52.66,26.55,74.57,6.71,204.51,papaya
50.62,60.48,55.2,26.7,74.59,6.25,209.89,papaya
54.72,68.8,50.8,27.22,72.52,6.36,201.92,papaya
51.2,65.52,42.37,28.98,73.62,6.44,196.55,papaya
55.98,64.57,57.84,29.59,72.76,6.11,221.29,papaya
46.16,67.23,53.38,29.0,81.3,6.09,211.03,papaya
55.27,64.76,53.36,26.97,74.3,6.73,205.81,papaya
50.39,57.87,58.53,28.31,71.99,6.01,180.02,papaya
45.84,63.97,61.62,29.37,76.66,6.26,221.62,papaya
51.43,69.02,54.51,30.69,77.62,6.52,179.83,papaya
54.65,59.36,52.78,25.03,74.98,6.31,190.45,papaya
42.63,62.43,59.36,28.38,78.45,6.27,209.18,papaya
45.41,52.2,64.27,30.26,70.82,6.35,208.5,papaya
48.63,57.95,56.91,29.64,76.21,6.26,207.64,papaya
54.68,62.32,55.36,27.93,76.04,6.16,222.32,papaya
44.62,57.94,58.06,25.73,70.28,6.32,184.55,papaya
43.51,63.78,53.98,30.57,71.39,6.27,215.99,papaya
44.15,65.16,57.55,24.78,74.89,6.42,201.15,papaya
42.6,61.39,66.06,27.23,79.71,6.07,213.23,papaya
53.86,59.96,53.51,29.45,80.67,6.39,202.26,papaya
49.05,72.6,55.67,26.81,71.56,5.75,215.45,papaya
53.27,58.02,54.93,25.66,75.4,6.44,201.97,papaya
58.45,55.81,56.42,29.7,74.77,6.24,188.57,papaya
56.79,59.15,57.69,29.35,73.12,6.24,230.02,papaya
44.41,70.64,51.28,25.64,75.4,6.96,181.34,papaya
49.29,62.38,55.17,28.76,72.85,6.12,207.77,papaya
44.35,59.78,53.06,27.06,75.96,5.75,206.56,papaya
61.59,54.57,61.43,28.11,73.19,5.9,212.1,papaya
57.27,58.05,54.6,30.02,76.02,5.83,211.48,papaya
57.56,59.82,41.29,28.78,74.4,5.75,184.81,papaya
54.88,56.34,50.46,27.93,73.07,6.33,206.96,papaya
44.0,57.44,57.21,28.08,74.75,6.88,220.97,papaya
54.26,59.17,56.1,27.14,77.33,6.27,213.34,papaya
50.8,59.91,69.69,26.67,72.97,6.51,201.07,papaya
48.54,54.57,57.46,29.01,74.05,6.51,182.13,papaya
46.47,59.15,49.14,24.5,74.08,6.51,229.23,papaya
47.26,63.67,58.18,30.44,73.95,5.76,211.05,papaya
44.93,56.38,53.49,27.32,75.42,6.51,204.48,papaya
51.98,60.07,59.68,27.62,74.76,6.19,207.57,papaya
46.08,55.59,58.88,25.83,74.04,6.6,204.71,papaya
54.14,57.04,49.74,24.81,78.94,5.96,221.21,papaya
45.0,66.59,66.03,24.63,71.75,6.53,217.7,papaya
53.88,57.13,64.94,28.24,71.35,6.22,191.95,papaya
57.95,56.7,57.46,27.06,73.15,5.73,218.97,papaya
56.5,55.42,47.27,29.61,70.06,6.67,196.43,papaya
44.48,61.24,49.81,26.59,76.06,5.57,234.64,papaya
50.22,53.54,49.91,29.98,76.8,6.72,199.76,papaya
51.48,62.13,58.48,30.25,72.85,6.27,200.85,papaya
49.74,63.49,46.73,30.22,71.58,6.21,228.66,papaya
51.64,61.7,49.1,25.91,77.82,6.12,202.58,papaya
54.82,54.75,56.35,28.09,74.99,6.14,201.3,papaya
44.61,62.41,51.66,29.94,74.33,5.98,206.43,papaya
47.95,65.05,53.15,27.45,79.23,6.45,234.94,papaya
56.3,55.56,59.95,31.05,79.6,6.6,224.51,papaya
48.49,55.81,53.24,24.67,79.03,6.22,229.37,papaya
43.84,65.41,52.53,25.43,79.88,6.63,213.18,papaya
50.17,62.2,55.97,26.42,73.76,6.89,250.08,papaya
57.81,62.39,53.31,26.4,72.8,6.13,242.27,papaya
59.03,63.73,50.2,29.79,74.28,5.65,214.31,papaya
45.79,55.96,53.75,27.0,74.9,6.28,181.86,papaya
57.6,55.08,50.24,27.34,74.67,6.74,214.04,papaya
52.83,61.37,56.16,28.62,69.2,6.23,227.43,papaya
69.71,53.98,57.12,26.86,81.14,5.89,219.37,papaya
42.96,58.41,54.83,30.14,71.77,6.5,210.28,papaya
51.36,64.79,48.59,29.62,73.29,6.63,215.02,papaya
48.95,57.05,59.12,30.52,73.4,5.96,220.41,papaya
42.76,53.47,49.69,27.17,70.99,5.72,192.97,papaya
53.21,53.64,53.3,31.89,74.85,6.4,195.81,papaya
60.82,57.29,53.86,30.63,74.45,6.31,205.77,papaya
48.63,61.85,57.76,26.71,72.7,6.12,188.98,papaya
42.05,61.49,59.69,29.74,67.85,6.23,193.47,papaya
50.72,57.91,57.96,27.96,69.31,6.01,210.09,papaya
50.45,52.97,47.32,28.11,70.79,5.8,203.32,papaya
47.56,55.61,51.48,28.03,72.84,6.32,204.29,papaya
50.84,64.39,59.2,30.58,77.51,6.37,203.5,papaya
48.06,55.61,55.02,29.39,72.82,6.29,199.84,papaya
51.05,57.25,51.3,26.64,76.51,6.27,203.57,papaya
51.31,57.93,60.63,26.05,74.44,5.88,204.8,papaya
41.6,63.73,58.83,29.57,75.09,6.04,197.99,papaya
57.65,67.18,55.61,26.97,79.11,6.09,213.43,papaya
56.76,55.82,59.15,29.04,74.88,6.0,199.13,papaya
51.45,52.88,55.65,29.08,77.96,5.88,229.74,papaya
58.48,62.05,49.81,27.34,74.86,6.38,210.33,papaya
51.41,59.55,56.33,27.08,73.99,6.13,238.76,papaya
57.32,62.78,61.63,29.6,75.54,5.85,206.07,papaya
48.32,54.33,47.57,28.99,75.97,5.95,198.81,papaya
55.81,55.61,55.85,27.62,76.52,6.04,211.35,papaya
50.84,61.15,55.4,28.69,81.58,7.07,200.41,papaya
38.41,62.98,55.93,30.12,75.85,6.32,226.93,papaya
56.34,53.07,50.92,27.79,75.3,6.23,216.51,papaya
54.98,68.61,57.89,26.3,74.56,6.28,217.72,papaya
51.94,70.25,52.69,28.77,82.06,6.12,212.18,papaya
45.28,60.41,51.1,30.09,75.44,6.02,222.61,papaya
50.9,64.76,49.26,28.74,77.32,6.17,191.11,papaya
49.79,66.14,60.63,27.14,71.15,6.17,202.97,papaya
52.23,59.47,51.23,30.21,75.42,6.43,184.13,papaya
37.88,52.81,52.6,29.15,67.97,6.78,212.56,papaya
56.8,55.57,57.52,28.17,77.45,6.23,217.1,papaya
55.51,56.74,56.21,24.22,77.11,6.89,191.33,papaya
49.54,64.4,55.16,28.33,73.83,6.17,208.7,papaya
50.21,54.09,54.67,31.14,73.74,5.93,207.73,papaya
46.43,53.31,55.7,26.58,73.13,6.35,187.0,papaya
41.29,63.35,45.35,26.05,69.6,6.15,216.42,papaya
50.56,71.96,60.43,26.14,71.41,7.11,225.94,papaya
52.95,60.37,56.37,25.04,75.47,6.32,196.44,papaya
47.31,67.58,54.37,32.14,69.78,6.14,186.79,papaya
43.95,55.86,56.58,28.53,72.96,5.63,232.17,papaya
48.57,54.42,56.37,28.41,74.03,6.34,192.67,papaya
53.8,55.02,51.97,29.3,78.61,6.78,225.84,papaya
48.38,52.29,62.03,30.74,72.98,6.58,205.02,papaya
57.51,57.43,64.89,29.57,80.39,6.16,216.08,papaya
45.15,64.22,59.5,32.79,76.45,6.52,202.94,papaya
52.71,58.1,55.58,28.35,73.94,6.32,204.37,papaya
48.1,65.38,55.88,28.69,70.63,6.43,217.96,papaya
48.01,70.43,43.55,29.57,77.14,6.46,212.64,papaya
52.75,64.34,51.37,28.6,74.45,5.97,220.76,papaya
47.18,52.51,52.3,26.4,78.09,6.35,230.74,papaya
46.67,64.37,69.2,28.71,77.58,6.51,188.67,papaya
52.93,61.53,53.7,26.23,77.08,6.01,242.0,papaya
30.57,31.88,32.43,23.44,72.24,6.53,88.26,grapes
27.31,40.5,32.39,21.72,64.41,6.71,81.12,grapes
27.31,43.92,33.4,21.73,63.61,6.82,69.96,grapes
38.13,42.34,42.15,24.78,58.72,7.26,77.05,grapes
26.09,38.78,41.89,26.11,67.72,6.71,85.09,grapes
31.73,37.35,39.45,25.66,66.77,6.04,91.92,grapes
29.46,38.84,31.23,21.35,66.39,6.69,98.62,grapes
26.65,45.08,40.01,24.59,64.36,7.06,95.89,grapes
31.19,43.21,42.13,21.5,61.85,6.57,67.46,grapes
29.69,41.0,34.89,22.93,68.38,6.84,95.14,grapes
35.77,37.38,45.3,23.1,70.99,6.51,97.76,grapes
26.79,43.6,32.61,24.58,63.05,7.08,80.16,grapes
38.42,33.02,28.27,25.9,63.23,6.8,85.17,grapes
23.44,37.62,41.32,26.01,65.7,7.13,74.11,grapes
28.37,39.98,34.35,23.51,61.4,6.18,102.27,grapes
31.22,42.51,32.81,22.57,65.02,7.06,86.53,grapes
34.01,32.97,34.19,23.86,68.68,6.86,116.19,grapes
23.26,38.65,35.9,25.24,62.56,7.31,90.19,grapes
24.56,37.92,33.43,29.57,68.15,6.81,88.32,grapes
34.76,42.99,20.44,25.29,65.08,6.41,103.2,grapes
41.23,40.78,40.5,27.61,62.51,6.24,99.85,grapes
28.76,31.13,34.61,25.46,64.55,6.56,86.65,grapes
29.9,28.35,34.29,21.31,66.98,6.33,105.19,grapes
27.95,35.29,36.47,22.27,65.84,6.58,81.65,grapes
32.03,32.31,28.68,24.5,64.92,6.85,94.91,grapes
30.29,41.04,35.49,19.99,59.76,7.38,90.0,grapes
34.75,36.27,34.71,23.09,72.4,6.88,81.98,grapes
21.74,47.87,34.18,25.49,67.57,6.66,100.09,grapes
26.98,33.05,40.82,23.68,66.56,6.92,99.57,grapes
22.22,35.07,33.38,22.34,66.29,7.16,110.18,grapes
28.3,39.46,37.23,25.24,62.37,7.35,103.9,grapes
34.76,44.02,37.67,21.95,64.58,6.3,96.23,grapes
29.15,37.8,41.02,23.09,64.24,6.81,62.4,grapes
28.67,25.57,32.07,25.71,66.34,6.62,90.61,grapes
24.63,37.99,49.65,27.69,65.16,6.85,75.31,grapes
25.99,39.81,32.38,25.81,69.71,6.9,91.53,grapes
21.6,41.74,29.28,23.16,67.88,7.11,83.0,grapes
27.96,34.5,29.01,22.73,60.16,7.0,95.92,grapes
32.8,33.23,29.02,24.11,65.19,6.76,85.66,grapes
38.55,40.13,44.85,26.54,70.11,6.48,98.9,grapes
27.84,29.68,42.48,23.41,61.83,6.68,78.06,grapes
26.53,36.89,43.65,22.67,69.98,7.05,95.94,grapes
33.74,38.07,41.43,25.13,60.01,6.89,101.76,grapes
28.55,38.63,31.94,21.24,60.35,6.34,100.04,grapes
17.55,34.67,31.17,23.44,59.43,6.92,70.9,grapes
35.66,34.89,34.52,24.01,65.73,6.81,83.59,grapes
31.72,40.33,31.17,24.85,68.58,7.01,103.99,grapes
30.86,33.32,30.95,24.64,67.83,7.64,104.73,grapes
24.15,34.16,46.39,23.57,65.14,6.51,113.48,grapes
32.5,34.13,30.03,24.61,65.13,7.05,98.2,grapes
28.68,35.28,34.2,22.9,64.61,6.8,76.53,grapes
33.15,36.15,30.79,23.3,65.73,6.82,96.33,grapes
34.49,44.52,36.43,21.86,64.19,6.5,115.45,grapes
39.94,41.25,39.29,24.5,66.1,6.32,88.89,grapes
25.59,39.41,34.7,27.89,67.75,6.89,86.0,grapes
38.38,37.85,36.66,24.08,63.79,6.81,60.57,grapes
22.26,39.75,42.84,24.7,62.84,6.37,101.77,grapes
27.16,41.22,36.95,24.96,65.1,6.92,88.21,grapes
26.82,33.18,23.07,23.64,69.56,7.02,93.42,grapes
26.33,42.99,34.4,27.15,62.06,6.58,77.29,grapes
22.59,33.31,35.52,22.58,53.43,7.12,64.74,grapes
32.95,38.16,45.59,25.99,63.49,6.59,112.54,grapes
22.62,38.95,34.34,23.31,66.06,6.86,96.86,grapes
30.69,40.09,35.47,22.68,65.01,6.59,78.29,grapes
28.32,37.4,35.18,25.83,63.5,6.86,91.77,grapes
26.96,38.37,40.01,24.37,65.68,6.59,119.53,grapes
26.76,29.66,39.3,23.77,64.09,6.64,118.08,grapes
31.77,40.75,35.81,24.54,69.2,6.72,68.15,grapes
34.34,40.48,35.54,24.94,63.89,6.81,88.02,grapes
27.04,43.95,27.94,28.72,67.63,6.27,86.64,grapes
29.16,39.96,30.05,24.06,64.64,6.58,76.85,grapes
34.59,29.52,37.39,25.6,64.34,6.82,107.45,grapes
26.48,34.99,32.52,26.33,68.88,6.38,105.09,grapes
34.09,45.77,36.93,23.91,68.44,7.01,123.67,grapes
34.79,38.77,29.13,22.84,60.69,6.74,103.89,grapes
29.98,43.11,36.69,23.19,65.26,6.94,92.09,grapes
30.75,34.15,32.84,28.52,68.69,6.36,54.5,grapes
30.38,42.47,32.4,26.04,65.18,6.75,101.34,grapes
27.34,36.57,38.35,23.94,70.73,7.01,99.43,grapes
29.75,42.37,33.39,24.56,62.25,7.11,94.36,grapes
39.91,49.96,38.82,24.14,62.16,7.07,93.15,grapes
32.69,46.65,30.88,22.15,64.29,7.05,98.32,grapes
25.52,41.78,28.99,22.32,64.65,6.63,103.35,grapes
31.43,46.83,33.76,23.76,68.63,6.77,112.41,grapes
32.7,26.24,40.89,25.83,67.85,6.23,80.06,grapes
27.06,33.79,43.71,23.98,64.89,6.97,98.54,grapes
13.33,34.77,27.94,24.8,64.13,6.8,58.82,grapes
28.45,43.58,42.05,25.44,60.99,7.18,100.86,grapes
29.41,27.87,39.77,22.82,66.04,6.82,113.08,grapes
29.37,37.92,42.89,22.68,67.44,6.74,74.96,grapes
30.01,41.46,41.77,26.95,64.12,6.5,85.22,grapes
24.09,36.91,33.29,25.45,58.38,6.58,79.12,grapes
35.94,32.43,36.13,23.74,68.13,6.98,91.82,grapes
27.23,28.74,36.24,25.06,60.28,6.43,93.78,grapes
31.7,33.05,32.13,20.33,69.13,6.41,98.13,grapes
29.83,44.45,31.04,24.12,59.9,6.22,98.95,grapes
21.07,36.86,40.06,25.49,63.01,6.32,97.64,grapes
36.71,34.69,30.98,22.95,66.71,7.17,71.41,grapes
22.51,49.7,34.11,24.51,62.92,6.95,104.4,grapes
31.5,46.7,33.37,23.47,65.69,6.94,93.42,grapes
23.58,39.56,33.13,22.84,65.1,6.51,72.97,grapes
16.92,46.74,37.78,23.77,63.0,5.94,79.07,grapes
33.58,42.71,38.21,24.32,68.91,6.7,106.28,grapes
28.08,33.59,29.97,21.87,66.98,6.58,74.5,grapes
33.57,39.64,39.81,25.03,62.74,6.82,91.88,grapes
25.4,32.48,31.6,28.07,63.76,7.17,82.97,grapes
34.44,42.51,39.76,24.78,69.13,6.91,115.7,grapes
21.9,39.74,36.42,22.13,66.74,6.35,80.19,grapes
20.0,45.79,33.84,28.33,67.41,6.93,81.21,grapes
24.77,40.61,34.64,21.32,60.45,6.51,117.31,grapes
41.07,39.02,35.74,23.33,62.2,7.21,118.1,grapes
25.53,37.59,32.75,23.16,68.56,6.41,97.0,grapes
33.64,37.29,39.47,24.3,68.65,6.34,84.77,grapes
29.64,24.64,29.57,22.37,67.84,6.59,77.73,grapes
34.09,29.91,24.64,23.28,60.66,6.38,98.6,grapes
34.38,41.94,40.54,26.48,58.61,6.94,82.06,grapes
26.26,40.8,26.35,20.5,66.9,6.95,92.05,grapes
25.6,41.72,38.4,24.17,61.47,6.67,102.57,grapes
36.64,36.37,33.75,23.68,65.82,6.63,46.59,grapes
35.96,46.97,31.94,21.87,64.59,6.74,104.93,grapes
30.27,34.04,28.41,25.73,66.8,7.12,75.48,grapes
39.19,29.28,38.55,20.18,62.63,7.27,102.47,grapes
27.27,35.41,35.5,25.03,68.75,6.66,65.82,grapes
30.78,35.71,28.5,24.6,64.36,6.89,76.58,grapes
32.43,31.41,30.86,23.51,70.23,7.04,106.16,grapes
37.09,56.01,35.21,26.84,68.04,7.1,116.61,grapes
27.9,35.51,36.6,23.63,65.96,7.27,82.83,grapes
28.48,38.87,33.86,20.17,63.26,7.01,111.56,grapes
24.23,32.2,35.15,19.85,63.67,6.28,110.54,grapes
26.15,46.26,40.57,22.71,61.78,6.74,88.43,grapes
31.73,34.12,38.73,24.53,63.98,6.59,87.23,grapes
25.92,38.29,35.43,24.52,70.3,6.76,105.07,grapes
31.15,36.81,34.4,23.88,65.84,6.51,68.02,grapes
33.27,42.49,38.73,24.31,67.3,7.01,101.81,grapes
25.7,32.52,33.06,23.97,64.27,6.24,115.83,grapes
28.63,38.86,41.22,19.31,63.46,6.68,84.96,grapes
29.13,45.24,38.37,25.92,65.14,6.38,58.8,grapes
22.35,39.8,35.16,23.58,63.89,7.4,77.66,grapes
34.64,38.01,34.7,26.35,69.39,6.73,101.99,grapes
31.82,38.04,36.02,22.62,64.08,6.63,103.52,grapes
29.52,31.51,31.38,17.6,63.52,6.81,87.96,grapes
39.9,40.87,37.65,20.71,63.91,6.65,78.21,grapes
26.0,28.96,28.62,25.75,64.57,6.65,89.92,grapes
35.84,38.02,37.7,22.31,63.14,6.91,118.39,grapes
37.15,40.91,35.76,26.8,67.38,6.11,74.19,grapes
31.69,29.07,30.51,22.6,64.23,6.71,85.66,grapes
34.13,36.67,33.08,21.3,68.07,6.6,73.69,grapes
31.07,34.17,32.37,24.52,64.02,7.49,88.88,grapes
33.09,28.29,30.7,21.83,62.14,6.92,105.53,grapes
31.72,36.87,31.85,26.23,71.21,6.84,104.09,grapes
31.72,41.78,29.18,23.02,66.19,7.16,77.73,grapes
19.83,35.51,40.05,20.83,61.47,6.85,88.26,grapes
32.97,31.86,33.38,26.39,61.42,7.24,73.99,grapes
34.25,36.14,29.28,23.01,66.63,6.8,106.78,grapes
37.18,32.08,28.72,21.39,62.3,7.13,98.41,grapes
27.27,37.94,42.02,27.82,65.78,6.0,94.46,grapes
34.67,39.12,38.63,24.71,61.3,6.53,85.18,grapes
35.33,34.17,37.28,24.61,69.76,6.79,63.68,grapes
33.23,48.69,38.56,22.42,61.75,6.51,120.05,grapes
28.36,34.69,34.21,23.37,69.7,6.5,107.71,grapes
30.61,44.04,42.91,24.17,64.05,6.82,88.58,grapes
21.72,45.76,36.23,21.67,58.8,6.1,101.56,grapes
26.91,35.73,37.44,22.97,66.64,6.83,88.74,grapes
